McGill Course,McGill Title,External Course,External Title,External Institution,Country,Status,Message
MATH264,Advanced Calculus for Engineers.,ENGR311,TRANSFORM CALCULUS AND PARTIAL DIFFERENTIAL EQUATIONS,Concordia University,Canada,Expired,
MATH264,Advanced Calculus for Engineers.,GEN1523,Mathématiques de l'ingénieur II,Université du Québec en Outaouais (UQO),Canada,Not Equivalent,
MATH264,Advanced Calculus for Engineers.,MAT1910,Mathématiques de l'ingénieur 2,Université Laval,Canada,Expired,
MATH264,Advanced Calculus for Engineers.,MATH2001,Advanced calculus and linear algebra II,University of Queensland (UQ),Australia,Expired,
MATH264,Advanced Calculus for Engineers.,MATH331,Multivariate Calculus,University of Calgary,Canada,Expired,
MATH264,Advanced Calculus for Engineers.,MATH3705,Mathematical Methods I,Carleton University,Canada,Expired,The course has some overlap with our MATH 264 (PDEs) but is missing vector Calculus which is too important to be omitted.
MATH264,Advanced Calculus for Engineers.,ME201,Advanced Calculus,University of Waterloo,Canada,Expired,
MATH264,Advanced Calculus for Engineers.,MTH255,Vector Calculus,Portland State University,USA,Not Equivalent,
MATH271,Linear Algebra and Partial Differential Equations.,AMA2112,Mathematics II,The Hong Kong Polytechnic University,"Hong Kong, SAR",Not Equivalent,
MATH271,Linear Algebra and Partial Differential Equations.,CV2019,Matrix Algebra and Computational Methods,Nanyang Technological University,Singapore,Expired,
MATH271,Linear Algebra and Partial Differential Equations.,FHLF20,Finite Element Method,Lund University (LU),Sweden,Expired,
MATH271,Linear Algebra and Partial Differential Equations.,MA3004,Mathematical Methods in Engineering,Nanyang Technological University,Singapore,Expired,
MATH271,Linear Algebra and Partial Differential Equations.,MAT185,Linear Algebra,University of Toronto,Canada,Expired,
MATH271,Linear Algebra and Partial Differential Equations.,MATH200,Linear Algebra and Differential Equations,Shanghai University of Finance and Economics (SUFE),China,Expired,
MATH271,Linear Algebra and Partial Differential Equations.,MATH340,linear algebra and differential equations,Minzu University of China,China,Expired,
MATH271,Linear Algebra and Partial Differential Equations.,PHYS216,Mathematical Methods for Physicists,École Polytechnique Fédérale de Lausanne,Switzerland,Expired,
MATH316,Complex Variables,3340,Complex Variables With Applications,University of Virginia,USA,Expired,
MATH316,Complex Variables,840,Variable Compleja I,National Autonomous University of Mexico,Mexico,Expired,
MATH316,Complex Variables.,18271,Complex Variable,Carlos III University of Madrid,Spain,Equivalent,
MATH316,Complex Variables.,19212801,Funktionentheorie,Free University of Berlin,Germany,Expired,
MATH316,Complex Variables.,50923MAM6Y,Mathematical Methods 3,University of Amsterdam,Netherlands,Equivalent,
MATH316,Complex Variables.,AMATH332,Applied Complex Analysis,University of Waterloo,Canada,Expired,
MATH316,Complex Variables.,AUMAT315,Complex Variables,University of Alberta,Canada,Expired,
MATH316,Complex Variables.,MA3517,Complex Analysis,City University of Hong Kong,"Hong Kong, SAR",Expired,
MATH316,Complex Variables.,MA412,Complex Variable,Boston University,USA,Expired,
MATH316,Complex Variables.,MA420,Complex variable,Shanghai Jiao Tong University,China,Equivalent,
MATH316,Complex Variables.,MAA313,Complex Analysis,École Polytechnique,France,Expired,
MATH316,Complex Variables.,MAST30021,Complex Analysis,University of Melbourne,Australia,Equivalent,
MATH316,Complex Variables.,MAT2130,Variable Complexe,Universite de Montreal,Canada,Expired,
MATH316,Complex Variables.,MAT300,COMPLEX VARIABLE,University of International Business and Economics (UIBE),China,Equivalent,
MATH316,Complex Variables.,MAT334,Complex Variables,University of Toronto,Canada,Expired,
MATH316,Complex Variables.,MAT36,Complex Analysis,East China Normal University,China,Not Equivalent,
MATH316,Complex Variables.,MATE2211,CÁLCULO EN VARIABLE COMPLEJA,University of the Andes,Colombia,Expired,
MATH316,Complex Variables.,MATH120A,Elements of Complex Analysis,University of California - San Diego,USA,Expired,
MATH316,Complex Variables.,MATH212,Advanced calculus 2 for Electrical Engineers,University of Waterloo,Canada,Expired,
MATH316,Complex Variables.,MATH2230,Complex Variables with Applications,The Chinese University of Hong Kong,"Hong Kong, SAR",Expired,
MATH316,Complex Variables.,MATH243,COMPLEX FUNCTIONS,University of Liverpool,"England, UK",Expired,
MATH316,Complex Variables.,MATH2521,Complex Analysis,University of New South Wales (UNSW),Australia,Expired,
MATH316,Complex Variables.,MATH300,Introduction to Complex Variables,University of British Columbia (UBC) - All Campuses,Canada,Expired,
MATH316,Complex Variables.,MATH3403,FUNCTIONS OF A COMPLEX VARIABLE,The University of Hong Kong (HKU),"Hong Kong, SAR",Expired,
MATH316,Complex Variables.,MATH357,Complex Variables,Loyola Marymount University,USA,Expired,The course is slightly weaker than our MATH 316 but still equivalent.
MATH316,Complex Variables.,MATH366,Complex Analysis 1,Concordia University,Canada,Equivalent,
MATH316,Complex Variables.,MATH366,Complex Variables 1,Athabasca University,Canada,Expired,This online course does not meet the Faculty of Science requirement for an online course.
MATH316,Complex Variables.,MATH3X03,Complex Analysis I,McMaster University,Canada,Expired,
MATH316,Complex Variables.,MATH421,Complex Analysis I,University of Calgary,Canada,Expired,
MATH316,Complex Variables.,MATHS4076,3H: METHODS IN COMPLEX ANALYSIS,The University of Glasgow,"Scotland, UK",Expired,
MATH316,Complex Variables.,MATX32ZL,Advanced Geometry,Waseda University,Japan,Expired,
MATH316,Complex Variables.,MH2801,Complex Methods for the Sciences,Nanyang Technological University,Singapore,Equivalent,
MATH316,Complex Variables.,MH3101,Complex Analysis,Nanyang Technological University,Singapore,Equivalent,
MATH316,Complex Variables.,MTH2110,Méthodes mathématiques de la physique I,Polytechnique Montréal,Canada,Expired,
MATH316,Complex Variables.,N162001,Function Theory of a Complex Variable,Kyoto University,Japan,Equivalent,
MATH316,Complex Variables.,PMATH352,Complex Analysis,University of Waterloo,Canada,Expired,
MATH316,Complex Variables.,PUREMTH3019,Complex Analysis III,The University of Adelaide,Australia,Expired,
MATH319,Intro to Partial Diff Equas,MATH20402,Applied Partial Differential Equations 2,University of Bristol,"England, UK",Expired,course must be taken in person to receive credit.
MATH319,Intro to Partial Diff Equas,MATHS361,Partial Differential Equations,The University of Auckland / Te Whare Wananga o Tamaki Makaurau,New Zealand,Expired,
MATH319,Intro to Partial Diff Equas,MH4110,Partial Differential Equations,Nanyang Technological University,Singapore,Expired,
MATH319,Introduction to Partial Differential Equations.,900322SCI,Partial Differential Equations,University of Amsterdam,Netherlands,Expired,
MATH319,Introduction to Partial Differential Equations.,AMAT413,Introduction to Partial Differential Equations,University of Calgary,Canada,Expired,
MATH319,Introduction to Partial Differential Equations.,MAST20029,Engineering Mathematics,University of Melbourne,Australia,Expired,
MATH319,Introduction to Partial Differential Equations.,MAT3162,Équations aux dérivées partielles,Universite de Montreal,Canada,Expired,
MATH319,Introduction to Partial Differential Equations.,MATH044,Elementary Partial Differential Equations,Huazhong University of Science and Technology,China,Expired,This course is approved for Summer 2020 only.  This course is approved for online/remote instruction only.  In-person (on campus) instruction is not approved for credit.
MATH319,Introduction to Partial Differential Equations.,MATH257,Partial Differential Equations,University of British Columbia (UBC) - All Campuses,Canada,Expired,MATH 257 is not equivalent to a course at McGill. If the student takes MATH 307 and MATH 257 together then the student will receive the equivalence of MATH 271 at McGill.
MATH319,Introduction to Partial Differential Equations.,MATH316,Elementary Differential Equations II,University of British Columbia (UBC) - All Campuses,Canada,Expired,
MATH319,Introduction to Partial Differential Equations.,MATH337,Introduction to Partial Differential Equations,University of Alberta,Canada,Expired,
MATH319,Introduction to Partial Differential Equations.,MATH355,Methods of Applied Mathematics,Loyola Marymount University,USA,Expired,
MATH319,Introduction to Partial Differential Equations.,MATH4220,Partial Differential Equations,The Chinese University of Hong Kong,"Hong Kong, SAR",Expired,
MATH319,Introduction to Partial Differential Equations.,MATH473,Partial Differential Equations,Concordia University,Canada,Expired,This course is approved on campus only.
MATH319,Introduction to Partial Differential Equations.,MATH481,Partial Differential Equations and Computer Experiment,Korea University,South Korea,Expired,
MATH319,Introduction to Partial Differential Equations.,MATH5325,Partial Differential Equations,Missouri University of Science and Technology,USA,Expired,
MATH319,Introduction to Partial Differential Equations.,MTH2112,Méthodes mathématiques de la physique II,Polytechnique Montréal,Canada,Expired,
MATH319,Introduction to Partial Differential Equations.,STAE304G,Mathematical Analysis IIIA,University of Iceland,Iceland,Expired,
MATH319,Partial Differential Equations .,96758,Partial Differential Equations (PDEs),University of Bologna,Italy,Equivalent,
MATH319,Partial Differential Equations .,GBMI6U10,UE Modèles probabilistes et différentiels,Université Grenoble Alpes (UGA),France,Not Equivalent,
MATH319,Partial Differential Equations .,MATH304,Partial Differential Equations,University of Otago / Te Whare Wananga o Otago,New Zealand,Expired,
MATH319,Partial Differential Equations .,MATH305,Introduction to Partial Differential Equations,École Polytechnique Fédérale de Lausanne,Switzerland,Expired,
MATH319,Partial Differential Equations .,MATH3121,Mathematical Methods and Partial Differential Equations,University of New South Wales (UNSW),Australia,Equivalent,
MATH319,Partial Differential Equations .,PHY1004,Physique mathématique III,Université Laval,Canada,Not Equivalent,
MATH323,Probability,MA2261,Probability,National University of Singapore,Singapore,Expired,
MATH323,Probability,MATH2060,Mathematical Analysis II,The Chinese University of Hong Kong,"Hong Kong, SAR",Expired,
MATH323,Probability,MATH323,Mathematical Probability,University of Calgary,Canada,Expired,
MATH323,Probability,MATH414,Introduction to Probability Theory,The Pennsylvania State University (ALL CAMPUSES),USA,Expired,
MATH323,Probability,MATH4530,Probability,Ohio State University,USA,Expired,
MATH323,Probability,MTHSC400,Theory of Probability,Clemson University,USA,Expired,
MATH323,Probability,ST2131,Probability,National University of Singapore,Singapore,Expired,
MATH323,Probability,STATS210,Statistical Theory,The University of Auckland / Te Whare Wananga o Tamaki Makaurau,New Zealand,Expired,
MATH323,Probability,STATS4060,Probability,The University of Glasgow,"Scotland, UK",Expired,
MATH323,Probability.,094480,Statistics and Probability,Technion-Israel Institute of Technology,Israel,Expired,
MATH323,Probability.,1900831W,Probability,Nanjing University of Aeronautics and Astronautics,China,Equivalent,
MATH323,Probability.,CMTH380,Probability and Statistics I,Toronto Metropolitan University (Post 2022),Canada,Expired,
MATH323,Probability.,CMTH480,Probability and Statistics II,Toronto Metropolitan University (Post 2022),Canada,Expired,
MATH323,Probability.,COMP233,Probability and Statistics for Computer Science,Concordia University,Canada,Expired,
MATH323,Probability.,CS109,Introduction to Probability for Computer Scientist,Stanford University,USA,Expired,
MATH323,Probability.,ECO320,Mathematical Statistics,Stony Brook University,USA,Expired,
MATH323,Probability.,EEE3410,Probability and Random Variables,Yonsei University,South Korea,Expired,
MATH323,Probability.,ENGM2032,Applied Probability and Statistics,Dalhousie University,Canada,Expired,
MATH323,Probability.,ENGR371,Probability and Statistics in Engineering,Concordia University,Canada,Expired,
MATH323,Probability.,IMC100,Mathématiques de l'ingénieur I,Universite de Sherbrooke,Canada,Expired,
MATH323,Probability.,MA1006,Probability and Statistics,Monterrey Institute of Technology and Higher Education,Mexico,Expired,
MATH323,Probability.,MA2216,Probability,National University of Singapore,Singapore,Expired,
MATH323,Probability.,MASC01,Probability Theory,Lund University (LU),Sweden,Expired,
MATH323,Probability.,MAST20003,Probability,University of Melbourne,Australia,Expired,
MATH323,Probability.,MAST20004,Probability,University of Melbourne,Australia,Equivalent,
MATH323,Probability.,MAST221,Applied Probability,Concordia University,Canada,Expired,
MATH323,Probability.,MAT14107,Probabilités et statistiques,Université du Québec à Rimouski (UQAR),Canada,Expired,
MATH323,Probability.,MAT1720,Probabilités,Universite de Montreal,Canada,Equivalent,
MATH323,Probability.,MAT2013,Probability and Statistics,Yonsei University,South Korea,Expired,
MATH323,Probability.,MAT2017,Probability & Statistics,Hanyang University,South Korea,Expired,
MATH323,Probability.,MAT2377,Probability and Statistics for Engineers,University of Ottawa,Canada,Expired,
MATH323,Probability.,MAT3111,Probability Theory,Yonsei University,South Korea,Expired,
MATH323,Probability.,MAT313,Introduction to Probability,Bishops University,Canada,Expired,
MATH323,Probability.,MAT34ZL,Probability and Statistics,Waseda University,Japan,Expired,
MATH323,Probability.,MATH08066,Probability,The University of Edinburgh,"Scotland, UK",Expired,
MATH323,Probability.,MATH08067,Probability with Applications,The University of Edinburgh,"Scotland, UK",Expired,
MATH323,Probability.,MATH1032,Probability,University of Nottingham Ningbo China,China,Expired,
MATH323,Probability.,MATH1228B,Methods of Finite Mathematics,University of Western Ontario (UWO),Canada,Expired,
MATH323,Probability.,MATH170A,Probability,University of California - Los Angeles,USA,Expired,
MATH323,Probability.,MATH2030,Elementary Probability,York University,Canada,Expired,
MATH323,Probability.,MATH205,Introduction to Probability and Statistics,Capilano University,Canada,Expired,
MATH323,Probability.,MATH230,Probability,École Polytechnique Fédérale de Lausanne,Switzerland,Expired,
MATH323,Probability.,MATH234,Probabilities and statistics,École Polytechnique Fédérale de Lausanne,Switzerland,Expired,
MATH323,Probability.,MATH234B,Probabilités et statistique,École Polytechnique Fédérale de Lausanne,Switzerland,Expired,
MATH323,Probability.,MATH2404,Introduction to Probability Theory,University of the West Indies - Mona Campus,Jamaica,Expired,
MATH323,Probability.,MATH2501,Elementary Probability and Statistics,Brooklyn College (CUNY),USA,Expired,
MATH323,Probability.,MATH302,Introduction to Probability,University of British Columbia (UBC) - All Campuses,Canada,Expired,
MATH323,Probability.,MATH303,probability theory,Nankai University,China,Expired,"This course is approved for Summer 2020 only.  This course is approved for online/remote instruction only.  In-person (on campus) instruction is not approved for credit.

"
MATH323,Probability.,MATH3100,Introduction to probability,University of Virginia,USA,Expired,
MATH323,Probability.,MATH3105,Probability,University College London (UCL) - University of London,"England, UK",Expired,
MATH323,Probability.,MATH3210,Probability and Statistics,Metropolitan State University of Denver (MSU),USA,Expired,
MATH323,Probability.,MATH33,Probability Theory,Wuhan University of Technology (WHUT),China,Expired,
MATH323,Probability.,MATH33,Probability Theory,Nanchang University,China,Expired,
MATH323,Probability.,MATH343,Probability,Bogazici (Bosphorus) University,Turkey,Expired,
MATH323,Probability.,MATH362,Probability for Statistics,SUNY - University at Albany,USA,Expired,
MATH323,Probability.,MATH3860,Probability and Statistics I,University of Massachusetts Lowell (UMass Lowell UML),USA,Expired,Course is approved for 1 term only.
MATH323,Probability.,MATH418,Probability,University of British Columbia (UBC) - All Campuses,Canada,Expired,this is a much more advanced course than math 323
MATH323,Probability.,MATH440,Probability and Statistics I,San Francisco State University,USA,Expired,
MATH323,Probability.,MATH441,Intro to Probability,Central China Normal University (CCNU),China,Expired,Course must be taken in person.  Online version is not approved for credit.
MATH323,Probability.,MATH535,Introduction to probability,University of North Carolina at Chapel Hill,USA,Expired,
MATH323,Probability.,MATH7501,Probability and Statistics,University College London (UCL) - University of London,"England, UK",Expired,
MATH323,Probability.,MERGERSANDACQUISITIONS,Mergers and Acquisitions,Université Jean Moulin (Lyon III),France,Expired,
MATH323,Probability.,MTH141,Probability and Statistics,Smith College,USA,Expired,
MATH323,Probability.,MTS380,Probability,Institute of Business Administration (IBA),Pakistan,Expired,
MATH323,Probability.,NMAI059,Probability and Statistics 1,Charles University in Prague,Czech Republic,Expired,
MATH323,Probability.,PROB,Probability & Statistics,IE University - Madrid,Spain,Expired,
MATH323,Probability.,PROBABILITY,Probability,Shanghai Univ Of Int Busin and,China,Expired,
MATH323,Probability.,PROBABILITY,Probability and mathematical statistics,Dongbei University of Finance and Economics,China,Expired,
MATH323,Probability.,PROBABILITYANDMATHEMATICALSTATISTICSB,Probability and Mathematical Statistics B,Beijing University of Civil Engineering and Architecture,China,Expired,
MATH323,Probability.,S110015,Probability 1,University of Geneva,Switzerland,Expired,
MATH323,Probability.,ST102,Elementary Statistical Theory,University of London - London School of Economics and Political Science,"England, UK",Expired,
MATH323,Probability.,ST107,Quantitative Methods (Statistics),University of London - London School of Economics and Political Science,"England, UK",Expired,
MATH323,Probability.,ST202,"Probability, Distribution Theory and Inference",University of London - London School of Economics and Political Science,"England, UK",Expired,
MATH323,Probability.,STA257,Probability and Statistics,University of Toronto,Canada,Expired,
MATH323,Probability.,STAT134,Concepts of Probability,University of California - Berkeley,USA,Expired,This course is approved for Summer 2020 only.  This course is approved for online/remote instruction only.  In-person (on campus) instruction is not approved for credit.
MATH323,Probability.,STAT151,Applied Probability,University of Vermont,USA,Expired,This online course does not meet the Faculty of Science requirements.
MATH323,Probability.,STAT2003,Probability & Statistics,University of Queensland (UQ),Australia,Expired,
MATH323,Probability.,STAT201,Probability Theory and Applications,Singapore Management University,Singapore,Not Equivalent,
MATH323,Probability.,STAT205,Probability Theory,University of International Business and Economics (UIBE),China,Expired,Course must be taken in person in order to receive credits.
MATH323,Probability.,STAT205DELETE,Probability TheoryDELETE,University of International Business and Economics (UIBE),China,Expired,
MATH323,Probability.,STAT2062,Fundamentals of Probability with Applications,The University of Western Australia (UWA),Australia,Expired,
MATH323,Probability.,STAT21,Applied Statistics,Wuhan University of Technology (WHUT),China,Expired,
MATH323,Probability.,STAT221,Introduction to probability,Korea University,South Korea,Expired,
MATH323,Probability.,STAT230,Probablity,University of Waterloo,Canada,Expired,in-person only.  Online not approved for credit.
MATH323,Probability.,STAT2400,Introduction to Probability 1,University of Manitoba,Canada,Expired,
MATH323,Probability.,STAT249,Probability 1,Concordia University,Canada,Equivalent,
MATH323,Probability.,STAT251,Elementary Statistics,University of British Columbia (UBC) - All Campuses,Canada,Expired,
MATH323,Probability.,STAT2601,Probability and statistics I,The University of Hong Kong (HKU),"Hong Kong, SAR",Equivalent,
MATH323,Probability.,STAT2901,Probability and statistics: foundations of actuarial science,The University of Hong Kong (HKU),"Hong Kong, SAR",Expired,
MATH323,Probability.,STAT3110,INTRODUCTION TO PROBABILITY,Chengdu University of Technology,China,Expired,Course must be taken in-person.  Online version is not approved for credit.
MATH323,Probability.,STAT321,Introduction to probability,University of Calgary,Canada,Expired,This course is approved for Summer 2020 only.  This course is approved for online/remote instruction only.  In-person (on campus) instruction is not approved for credit.
MATH323,Probability.,STAT330,Probability & Statistics,Qingdao University,China,Expired,"This course is approved for Summer 2020 only.  This course is approved for online/remote instruction only.  In-person (on campus) instruction is not approved for credit.

"
MATH323,Probability.,STAT550,Applied Probability,San Diego State University,USA,Expired,
MATH323,Probability.,STATGU4203,Probability Theory,Columbia University,USA,Expired,
MATH323,Probability.,STATS125,Probability and its applications,The University of Auckland / Te Whare Wananga o Tamaki Makaurau,New Zealand,Expired,
MATH323,Probability.,STATS2005,STATISTICS 2X: PROBABILITY II,The University of Glasgow,"Scotland, UK",Expired,
MATH323,Probability.,STATS225,Probability: Theory and Applications,The University of Auckland / Te Whare Wananga o Tamaki Makaurau,New Zealand,Expired,
MATH323,Probability.,STATS2D03,Introduction to Probability,McMaster University,Canada,Expired,
MATH323,Probability.,STOR435,Introduction to Probability,University of North Carolina at Chapel Hill,USA,Expired,
MATH323,Probability.,STT1500,Probabilités,Université Laval,Canada,Expired,
MATH324,Statistics,398,Estadistica I,National Autonomous University of Mexico,Mexico,Expired,
MATH324,Statistics,MA2432,Introduction aux probabilités et à la statistique II,University of Fribourg,Switzerland,Expired,
MATH324,Statistics,MATH09021,Statistics(Year 3),The University of Edinburgh,"Scotland, UK",Expired,
MATH324,Statistics,MATH10028,Theory of Statistical Inference,The University of Edinburgh,"Scotland, UK",Expired,
MATH324,Statistics,STA261H1,Probabilty & Stat II,University of Toronto,Canada,Expired,
MATH324,Statistics,STAT2006,Basic Concepts in Statsitics and Probability II,The Chinese University of Hong Kong,"Hong Kong, SAR",Expired,
MATH324,Statistics.,020216,Biostatistics,The Arab International University,Syria,Expired,
MATH324,Statistics.,02418,Statistical modelling: Theory and practice,Technical University of Denmark,Denmark,Not Equivalent,
MATH324,Statistics.,16485,Introduction to Statistical Modeling,Carlos III University of Madrid,Spain,Not Equivalent,
MATH324,Statistics.,1900475W,Mathematical Statistical Methods,Nanjing University of Aeronautics and Astronautics,China,Not Equivalent,
