McGill Course,McGill Title,External Course,External Title,External Institution,Country,Status,Message
COMP302,Programming Languages and Paradigms.,COMP3259,Principles of Programming Languages,The University of Hong Kong (HKU),"Hong Kong, SAR",Equivalent,
COMP302,Programming Languages and Paradigms.,COMP371,Theory (and Practice) of Programming Languages,Loyola University of Chicago,USA,Expired,
COMP302,Programming Languages and Paradigms.,COMP90048,Declarative Programming,University of Melbourne,Australia,Equivalent,
COMP302,Programming Languages and Paradigms.,COMPSCI61A,The Structure and Interpretation of Computer Programs,University of California - Berkeley,USA,Expired,
COMP302,Programming Languages and Paradigms.,CS036,Programming Language Concepts,Huazhong University of Science and Technology,China,Expired,"Note this course is less focused on functional programming than COMP 302.

This course is approved for Summer 2020 only.  This course is approved for online/remote instruction only.  In-person (on campus) instruction is not approved for credit."
COMP302,Programming Languages and Paradigms.,CS210,Functional Programming,École Polytechnique Fédérale de Lausanne,Switzerland,Expired,
COMP302,Programming Languages and Paradigms.,CS2104,Programming Language Concepts,National University of Singapore,Singapore,Equivalent,
COMP302,Programming Languages and Paradigms.,CS4215X,Programming Language Implementation,National University of Singapore,Singapore,Expired,
COMP302,Programming Languages and Paradigms.,CS452,Foundations of software,École Polytechnique Fédérale de Lausanne,Switzerland,Expired,
COMP302,Programming Languages and Paradigms.,CS51,Introduction to Computer Science II,Harvard University (ALL SCHOOLS AND COLLEGES),USA,Expired,course is approved as long as it is taken on campus in a classroom (not online)
COMP302,Programming Languages and Paradigms.,CS61A,The Structure and Interpretation of Computer Programs,University of California - Berkeley,USA,Expired,You must take the course in-person to receive credit.
COMP302,Programming Languages and Paradigms.,CSC324H1,Principles of Programming Languages,University of Toronto,Canada,Equivalent,course must be taken in person.
COMP302,Programming Languages and Paradigms.,CSE130,Programming Languages and Paradigms,University of California - San Diego,USA,Expired,You must attend the lectures in person.
COMP302,Programming Languages and Paradigms.,CSE340,Principles of Programming Languages,Arizona State University,USA,Expired,ONLINE course (Summer 2024). Contact your Faculty/Student Affairs Office to determine if credit will be given.
COMP302,Programming Languages and Paradigms.,CSE341,Programming Languages,University of Washington,USA,Expired,course must be taken on campus.
COMP302,Programming Languages and Paradigms.,CSI2120,Programming Paradigms,University of Ottawa,Canada,Expired,
COMP302,Programming Languages and Paradigms.,CSI3103,PROGRAMMING LANGUAGE STRUCTURES,Yonsei University,South Korea,Expired,
COMP302,Programming Languages and Paradigms.,CSU34016,INTRODUCTION TO FUNCTIONAL PROGRAMMING,The University of Dublin (Trinity College),Ireland,Equivalent,
COMP302,Programming Languages and Paradigms.,EDAN40,Functional Programming,Lund University (LU),Sweden,Expired,
COMP302,Programming Languages and Paradigms.,ENE4014,Principles of Programming Languages,Hanyang University,South Korea,Expired,
COMP302,Programming Languages and Paradigms.,IFT2035,Concepts des langages de programmation,Universite de Montreal,Canada,Expired,
COMP302,Programming Languages and Paradigms.,IFT3000,Langages de programmation,Université Laval,Canada,Expired,The method of evaluation does not meet the Faculty of Science requirements for an online course.
COMP302,Programming Languages and Paradigms.,INFR10061,Elements of Programming Languages,The University of Edinburgh,"Scotland, UK",Expired,
COMP302,Programming Languages and Paradigms.,LINFO1104,Concepts des langages de programmation,Catholic University of Louvain,Belgium,Expired,
COMP302,Programming Languages and Paradigms.,NDAB16008U,Programming Language Design,University of Copenhagen,Denmark,Expired,
COMP302,Programming Languages and Paradigms.,NPRG005,Non-procedural Programming,Charles University in Prague,Czech Republic,Expired,I have accepted this as equivalent in spite of there being significant differences. However there seems to be enough overlap to consider them roughly equivalent
COMP360,Algorithm Design,COMPSCI3301,Advanced Algorithms,The University of Adelaide,Australia,Expired,
COMP360,Algorithm Design,CSC373H1,Algorithm Design and Analysis,University of Toronto,Canada,Expired,
COMP360,Algorithm Design.,1532,Análisis de Algoritmos,National Autonomous University of Mexico,Mexico,Expired,
COMP360,Algorithm Design.,4190407,Algorithms,Seoul National University,South Korea,Expired,
COMP360,Algorithm Design.,900161,"Logic, Information Flow and Argumentation",Amsterdam University College,Netherlands,Expired,Try the Philosophy Department
COMP360,Algorithm Design.,CMPT405,Design and Analysis of Computer Algorithms,Simon Fraser University,Canada,Expired,
COMP360,Algorithm Design.,CMSC451,Design and Analysis of Computer Algorithms,University of Maryland College Park,USA,Expired,
COMP360,Algorithm Design.,COMP2007,Algorithms and Complexity,University of Sydney,Australia,Expired,
COMP360,Algorithm Design.,COMP3250A,Design and Analysis of Algorithms,The University of Hong Kong (HKU),"Hong Kong, SAR",Expired,
COMP360,Algorithm Design.,COMP3251,Algorithm Design,The University of Hong Kong (HKU),"Hong Kong, SAR",Equivalent,
COMP360,Algorithm Design.,COMP372,Design and Analysis of Algorithms,Athabasca University,Canada,Expired,this is an online course and is not approved for credit.
COMP360,Algorithm Design.,COMP400,Algorithm Design,Central China Normal University (CCNU),China,Expired,This course must be taken in-person.  Online version of this course is not approved for credit.
COMP360,Algorithm Design.,COMP465,Design and Analysis of Algorithms,Concordia University,Canada,Expired,
COMP360,Algorithm Design.,COMP90038,Algorithms and complexity,University of Melbourne,Australia,Equivalent,
COMP360,Algorithm Design.,COMPSCI4009,Algorithmics I (H),The University of Glasgow,"Scotland, UK",Equivalent,
COMP360,Algorithm Design.,CPP31,Data Structures and Algorithms 2,East China Normal University,China,Expired,Course must be taken in person in order to receive credits.
COMP360,Algorithm Design.,CPSC320,CPSC 320 Intermediate Algorithm Design and Analysis,University of British Columbia (UBC) - All Campuses,Canada,Expired,
COMP360,Algorithm Design.,CS306,Algorithm Design,Nanchang University,China,Expired,
COMP360,Algorithm Design.,CS306,Algorithm Design and Analysis,Nankai University,China,Expired,This course is approved for Summer 2020 only.  This course is approved for online/remote instruction only.  In-person (on campus) instruction is not approved for credit.
COMP360,Algorithm Design.,CS3230,Design and Analysis of Algorithms,National University of Singapore,Singapore,Equivalent,
COMP360,Algorithm Design.,CS420,Algorithm Design,Beijing Normal University,China,Expired,
COMP360,Algorithm Design.,CSC373,Algorithm Design & Analysis,University of Toronto,Canada,Expired,
COMP360,Algorithm Design.,CSE101,Design & Analysis of Algorithm,University of California - San Diego,USA,Expired,Course must be taken in person.
COMP360,Algorithm Design.,CSOR4231,Analysis of Algorithms I,Columbia University,USA,Expired,This course is approved for Summer 2020 only.  This course is approved for online/remote instruction only.  In-person (on campus) instruction is not approved for credit.
COMP360,Algorithm Design.,IN2004,Efficient Algorithms and Data Structures II,Munich University of Technology,Germany,Expired,
COMP360,Algorithm Design.,INF4705,Analyse et conception d'algorithmes,Polytechnique Montréal,Canada,Expired,
COMP360,Algorithm Design.,INFR11102,Computational complexity,The University of Edinburgh,"Scotland, UK",Expired,
COMP360,Algorithm Design.,SC4040,Advanced Topics in Algoithms,Nanyang Technological University,Singapore,Equivalent,
COMP360,Algorithm Design.,WBCS00905,Advanced Algorithms and Data Structures,University of Groningen,Netherlands,Expired,
ECSE427,Operating Systems,COMP3230,Principles of Operating Systems,The University of Hong Kong (HKU),"Hong Kong, SAR",Expired,
ECSE427,Operating Systems.,02335,Operating Systems,Technical University of Denmark,Denmark,Equivalent,For ENG Students: Shortfall of 6.5 AUs must be made up by extra approved TC or from surplus AUs from another approved course.
ECSE427,Operating Systems.,COMP2432,Operating Systems,The Hong Kong Polytechnic University,"Hong Kong, SAR",Equivalent,
ECSE427,Operating Systems.,COMP30023,Computer Systems,University of Melbourne,Australia,Expired,"For McGill CE and SE students: Core engineering program courses cannot be taken outside of McGill.

For ENG Students: Shortfall of 9.5 AUs must be made up by extra approved TC or from surplus AUs from another approved course."
ECSE427,Operating Systems.,CS2106,INTRODUCTION TO OPERATING SYSTEMS,National University of Singapore,Singapore,Equivalent,For ENG Students: Shortfall of 9.5 AUs must be made up by extra approved TC or from surplus AUs from another approved course.
ECSE427,Operating Systems.,CS3103,Operating Systems,City University of Hong Kong,"Hong Kong, SAR",Equivalent,For ENG Students: Shortfall of 2.5 AUs must be made up by extra approved TC or from surplus AUs from another approved course.
ECSE427,Operating Systems.,CS350,Operating Systems,University of Waterloo,Canada,Expired,For ENG students: Shortfall of 11.5 AUs must be made up by extra approved TC or from surplus AUs from another approved course.
ECSE427,Operating Systems.,CSC227,Operating Systems,King Saud University,Saudi Arabia,Expired,
ECSE427,Operating Systems.,CSCI3150,Introduction to Operating Systems,The Chinese University of Hong Kong,"Hong Kong, SAR",Equivalent,
ECSE427,Operating Systems.,EIE3343,Computer Systems Principles,The Hong Kong Polytechnic University,"Hong Kong, SAR",Expired,"For ENG Students: Shortfall of 14.0 AUs must be made up by extra approved TC or from surplus AUs from another approved course.

For McGill EE, CE and SE students: Core engineering program courses cannot be taken outside of McGill."
ECSE427,Operating Systems.,VE482,Operating System,Shanghai Jiao Tong University,China,Expired,For ENG Students: Shortfall of 0.5 AUs must be made up by extra approved TC or from surplus AUs from another approved course.
ECSE428,Software Engineering Practice,COMPSCI3006,Software Engineering and Project,The University of Adelaide,Australia,Expired,For students in ECE: Core course for SE program. Valid as a TC for CE program. Not open to EE and Honours programs. AUs Host/McGill: 41.5/45.5. An additional course is required to make up for the shortfall of AUs
ECSE428,Software Engineering Practice.,80240543,Process and Methods of Software Project Management,Tsinghua University,China,Equivalent,
ECSE428,Software Engineering Practice.,LIS4072,Design and Management of Systems,University of the Americas Puebla (UDLAP),Mexico,Equivalent,
ECSE428,Software Engineering Practice.,SOEN6011,Software Engineering Processes,Concordia University,Canada,Expired,
ECSE429,Software Validation.,CCPS731,Software Engineering I,Toronto Metropolitan University (Post 2022),Canada,Expired,
ECSE429,Software Validation.,COMP23412,Software Engineering 2,The University of Manchester,"England, UK",Expired,
ECSE429,Software Validation.,INFR10057,Software Testing,The University of Edinburgh,"Scotland, UK",Expired,
ECSE429,Software Validation.,LOG1000,Ingenierie Logicielle,Polytechnique Montréal,Canada,Expired,"Prof. Webb evaluated the course and it can be considered equivalent to ECSE 429.  However, we have not calculated the AUs for this course.  "
ECSE421,Embedded Systems.,CS476,Real-time embedded systems,École Polytechnique Fédérale de Lausanne,Switzerland,Expired,For ENG Students: Shortfall of 3.5 AUs must be made up by extra approved TC or from surplus AUs from another approved course.
ECSE421,Embedded Systems.,CS5272,Embedded Software Design,National University of Singapore,Singapore,Equivalent,For ENG Students: Shortfall of 19.5 AUs must be made up by extra approved TC or from surplus AUs from another approved course.
ECSE421,Embedded Systems.,EE310,Systèmes embarqués microprogrammés,École Polytechnique Fédérale de Lausanne,Switzerland,Expired,For ENG Students: Shortfall of 3.5 AUs must be made up by extra approved TC or from surplus AUs from another approved course.
ECSE421,Embedded Systems.,EIE3373,Microcontroller Systems and Interface,The Hong Kong Polytechnic University,"Hong Kong, SAR",Expired,For ENG Students: Shortfall of 14.0 AUs must be made up by extra approved TC or from surplus AUs from another approved course.
ECSE421,Embedded Systems.,ELEC3442,Embedded systems,The University of Hong Kong (HKU),"Hong Kong, SAR",Equivalent,For ENG Students: Shortfall of 15.5 AUs must be made up by extra approved TC or from surplus AUs from another approved course.
ECSE421,Embedded Systems.,ELEC3607,Embedded Systems,University of Sydney,Australia,Expired,For ENG Students: Shortfall of 6.5 AUs must be made up by extra approved TC or from surplus AUs from another approved course.
ECSE421,Embedded Systems.,INF3610,Systèmes embarqués,Polytechnique Montréal,Canada,Expired,
ECSE421,Embedded Systems.,MICRO315,Systèmes embarqués et robotique,École Polytechnique Fédérale de Lausanne,Switzerland,Expired,
ECSE421,Embedded Systems.,SC3103,Embedded Programming,Nanyang Technological University,Singapore,Equivalent,For ENG Students: Shortfall of 14.0 AUs must be made up by extra approved TC or from surplus AUs from another approved course.
ECSE420,Parallel Computing.,CS206,Parallelism and concurrency,École Polytechnique Fédérale de Lausanne,Switzerland,Expired,"For ENG Students: Shortfall of 17.0 AUs must be made up by extra approved TC or from surplus AUs from another approved course.

For McGill CE and SE students: Core engineering program courses cannot be taken outside of McGill."
ECSE420,Parallel Computing.,CS3210,Parallel Computing,National University of Singapore,Singapore,Equivalent,For ENG Students: Shortfall of 19.5 AUs must be made up by extra approved TC or from surplus AUs from another approved course.
ECSE420,Parallel Computing.,WBCS02905,Parallel Computing,University of Groningen,Netherlands,Expired,For ENG Students: Shortfall of 28.0 AUs must be made up by extra approved TC or from surplus AUs from another approved course. For BSE and BEng SE CO-OP Students: Core engineering program courses cannot be taken outside of McGill.
